,SMILES,CID,Solubility1,Solubility2,Molecular_Weight,sol_new1,Unit,pubchem_sol_gl,smiles_canon,Lit_Sol_LogS,Lit_gram_liter,Error_gl
479,CCCOC(C)OCCC1=CC=CC=C1,61403.0,201 mg/L @ 20 °C (exp),"('201', 'mg/L', '')",208.301,201.0,mg/L,0.201,CCCOC(C)OCCc1ccccc1,-3.384190402,0.08600049538322153,-0.11499950461677848
480,CCC(CC)COC(=O)C,61448.0,6.4 mg/mL at 20 °C,"('6.4', 'mg/mL', '')",144.214,6.4,mg/mL,6.4,CCC(CC)COC(C)=O,-1.3528227585,6.400069120155677,6.912015567639429e-05
481,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C,61585.0,"In water, 0.015 mg/L","('0.015', 'mg/L', '')",244.378,0.015,mg/L,0.0,CC(=O)c1cc(C(C)(C)C)cc2c1CCC2(C)C,-4.870862654,0.003290026925345667,0.003290026925345667
482,CCC(C)C1CCCCC1=O,61771.0,566 mg/L @ 20 °C (exp),"('566', 'mg/L', '')",154.253,566.0,mg/L,0.566,CCC(C)C1CCCCC1=O,-2.427053864,0.5770052373817547,0.01100523738175474
483,CCCCNC(=O)OCC#CI,62097.0,"In water, 156 mg/L at 20 °C","('156', 'mg/L', '')",281.093,156.0,mg/L,0.156,CCCCNC(=O)OCC#CI,-3.255720797,0.15600166500345017,1.6650034501686228e-06
484,CC(=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC)SC,62155.0,"In water, 19.1 mg/L at 25 °C","('19.1', 'mg/L', '')",354.47900000000004,19.1,mg/L,0.0191,CSC(C)=NOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,-4.0077495945,0.0348209741987816,0.0157209741987816
488,CC1=C(C(=C(C(=C1[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C)[N+](=O)[O-],62329.0,"In water, 0.15 mg/L at 22 °C","('0.15', 'mg/L', '')",297.267,0.15,mg/L,0.0001,Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],-5.782955003,0.0004899950551158414,0.0003899950551158414
489,CC1COC(O1)(C)C,62384.0,111000 mg/L @ 18C (exp),"('111000', 'mg/L', '')",116.15999999999998,111000.0,mg/L,111.0,CC1COC(C)(C)O1,-0.019733625,110.99999988993429,-1.1006571298821655e-07
490,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,62882.0,>44.4 [ug/mL] (The mean of the results at pH 7.4),"('44.4', 'ug/mL', '')",295.81,44.4,ug/mL,0.0444,CC(C)NCC(O)COc1cccc2ccccc12.Cl,-1.992441966,3.010030425243502,2.965630425243502
491,C[C@@H]([C@@H](C1=CC=CC=C1)O)N.Cl,62943.0,"greater than or equal to 100 mg/mL at 70 °F (NTP, 1992)","('100', 'mg/mL', '')",187.67,100.0,mg/mL,100.0,CC(N)C(O)c1ccccc1.Cl,0.726612065,1000.0159317065728,900.0159317065728
494,CC1=CC(=C(C=C1)N2C(=NC3=CC=CC=C3C2=O)C)C,63382.0,>39.6 [ug/mL] (The mean of the results at pH 7.4),"('39.6', 'ug/mL', '')",264.328,39.6,ug/mL,0.0396,Cc1ccc(-n2c(C)nc3ccccc3c2=O)c(C)c1,-5.291809401,0.0013500000014065256,-0.03824999999859348
495,C1=CC=C(C=C1)C2=NC(=O)NC3=C2C=C(C=C3)Br,63441.0,1.8 [ug/mL] (The mean of the results at pH 7.4),"('1.8', 'ug/mL', '')",301.14300000000003,1.8,ug/mL,0.0018,O=c1nc(-c2ccccc2)c2cc(Br)ccc2[nH]1,-3.710652893,0.058629998024058404,0.0568299980240584
496,C1=CC=C2C(=C1)C(=O)NC(=O)N2,64048.0,>24.3 [ug/mL] (The mean of the results at pH 7.4),"('24.3', 'ug/mL', '')",162.148,24.3,ug/mL,0.0243,O=c1[nH]c(=O)c2ccccc2[nH]1,-3.099324551,0.12899920840118603,0.10469920840118603
497,CP(=O)(OC1CCCCC1)F,64505.0,"In water, 3,700 mg/L at 20 °C","('700', 'mg/L', '')",180.159,700.0,mg/L,0.7,CP(=O)(F)OC1CCCCC1,-1.6875,3.6996101524149294,2.9996101524149292
498,CN1C=NC=C1C[C@@H](C(=O)O)N,64969.0,200 mg/mL at 25 °C,"('200', 'mg/mL', '')",169.18399999999997,200.0,mg/mL,200.0,Cn1cncc1CC(N)C(=O)O,0.0726904875,200.00910949244542,0.009109492445418255
499,CC1=C(NC(=O)N=C1)N,65040.0,34.5 mg/mL,"('34.5', 'mg/mL', '')",125.131,34.5,mg/mL,34.5,Cc1cnc(=O)[nH]c1N,-0.559542349,34.500275752360054,0.00027575236005361603
500,CC(=O)N[C@@H](CC(=O)O)C(=O)O,65065.0,>26.3 [ug/mL] (The mean of the results at pH 7.4),"('26.3', 'ug/mL', '')",175.14,26.3,ug/mL,0.0263,CC(=O)NC(CC(=O)O)C(=O)O,0.756614655,1000.0000008557741,999.9737008557742
501,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,65327.0,>45.4 [ug/mL] (The mean of the results at pH 7.4),"('45.4', 'ug/mL', '')",302.849,45.4,ug/mL,0.0454,CNCCCN1c2ccccc2CCc2ccccc21.Cl,-5.032515536,0.00281002774506194,-0.04258997225493806
502,CCCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)OCCN(CC)CC.Cl,65341.0,47.4 [ug/mL] (The mean of the results at pH 7.4),"('47.4', 'ug/mL', '')",389.96700000000016,47.4,ug/mL,0.0474,CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1.Cl,-5.790995146,0.0006310048705825925,-0.04676899512941741
503,CN(C)CCCOC1=NN(C2=CC=CC=C21)CC3=CC=CC=C3.Cl,65464.0,22.5 [ug/mL] (The mean of the results at pH 7.4),"('22.5', 'ug/mL', '')",345.874,22.5,ug/mL,0.0225,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12.Cl,-4.024366397,0.03270028362420773,0.010200283624207732
504,CC(=O)N1C[C@@H](C[C@H]1C(=O)O)O,65784.0,>26 [ug/mL] (The mean of the results at pH 7.4),"('26', 'ug/mL', '')",173.168,26.0,ug/mL,0.026,CC(=O)N1CC(O)CC1C(=O)O,0.342452319,380.9955999389823,380.9695999389823
505,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O.Cl,66007.0,>50.7 [ug/mL] (The mean of the results at pH 7.4),"('50.7', 'ug/mL', '')",337.9349999999999,50.7,ug/mL,0.0507,Cl.OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,-5.923847702,0.00040270356294905285,-0.05029729643705095
506,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O.Cl,66061.0,>57.1 [ug/mL] (The mean of the results at pH 7.4),"('57.1', 'ug/mL', '')",380.916,57.1,ug/mL,0.0571,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1.Cl,-2.290791172,1.950015408947075,1.892915408947075
507,CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,66063.0,>47.7 [ug/mL] (The mean of the results at pH 7.4),"('47.7', 'ug/mL', '')",317.86,47.7,ug/mL,0.0477,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl,-3.554798045,0.08860083892356181,0.04090083892356181
508,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,66068.0,>40.8 [ug/mL] (The mean of the results at pH 7.4),"('40.8', 'ug/mL', '')",271.792,40.8,ug/mL,0.0408,CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl,-0.937717357,31.37034626410882,31.32954626410882
509,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl,66070.0,>42.4 [ug/mL] (The mean of the results at pH 7.4),"('42.4', 'ug/mL', '')",282.8149999999999,42.4,ug/mL,0.0424,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,-1.781251995,4.680049482611642,4.637649482611642
510,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O.Cl,66245.0,>46.3 [ug/mL] (The mean of the results at pH 7.4),"('46.3', 'ug/mL', '')",308.831,46.3,ug/mL,0.0463,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl,-0.353620742,136.80442519888953,136.75812519888953
511,CC1(C=CC2=C(O1)C=C3C(=C2OC)C=CC(=O)O3)C,66548.0,40 mg/L @ 25 °C (exp),"('40', 'mg/L', '')",258.273,40.0,mg/L,0.04,COc1c2c(cc3oc(=O)ccc13)OC(C)(C)C=C2,-3.810015393,0.04000033367699251,3.3367699250885785e-07
512,CCOC(=O)C1=NN(C(=O)C1)C2=CC=CC=C2,66636.0,32.1 [ug/mL] (The mean of the results at pH 7.4),"('32.1', 'ug/mL', '')",232.239,32.1,ug/mL,0.0321,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,-3.25534432,0.12900033341928407,0.09690033341928408
513,COC1=CC=C(C=C1)NC(=O)C2=CC3=CC=CC=C3C=C2O,66721.0,1.5 [ug/mL] (The mean of the results at pH 7.4),"('1.5', 'ug/mL', '')",293.322,1.5,ug/mL,0.0015,COc1ccc(NC(=O)c2cc3ccccc3cc2O)cc1,-5.263223767,0.0016000032711142825,0.00010000327111428248
514,CC(C)[C@@H](C(=O)O)NC(=O)C,66789.0,37.1mg/mL at 25 °C,"('37.1', 'mg/mL', '')",159.18499999999997,37.1,mg/mL,37.1,CC(=O)NC(C(=O)O)C(C)C,-0.428214078,59.3865455756947,22.286545575694696
515,CC1=CC=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)NC3=CC=CC=C3,66856.0,2.5 [ug/mL] (The mean of the results at pH 7.4),"('2.5', 'ug/mL', '')",338.432,2.5,ug/mL,0.0025,Cc1ccc(S(=O)(=O)Nc2ccc(Nc3ccccc3)cc2)cc1,-6.450279138,0.00012000304951258767,-0.0023799969504874124
516,CC1=NN=C(S1)N,66949.0,>17.3 [ug/mL] (The mean of the results at pH 7.4),"('17.3', 'ug/mL', '')",115.16100000000002,17.3,ug/mL,0.0173,Cc1nnc(N)s1,0.150908576,163.0099084147022,162.9926084147022
517,CCOC1=C(C=C(C=C1)C=O)OC,67116.0,1.16 mg/mL at 25 °C,"('1.16', 'mg/mL', '')",180.203,1.16,mg/mL,1.16,CCOc1ccc(C=O)cc1OC,-2.1906604485,1.1617202731654392,0.0017202731654393233
518,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)NC(=O)C,67181.0,>46 [ug/mL] (The mean of the results at pH 7.4),"('46', 'ug/mL', '')",306.34700000000004,46.0,ug/mL,0.046,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccc(C)n2)cc1,-3.0391,0.2799713759705411,0.23397137597054113
519,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC2=NC=CS2,67183.0,>44.6 [ug/mL] (The mean of the results at pH 7.4),"('44.6', 'ug/mL', '')",297.361,44.6,ug/mL,0.0446,CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,-3.5291,0.08793950335626168,0.043339503356261674
520,C1=CC2=C(C3=C(C=C2)N=CC=C3)N=C1,67473.0,>27 [ug/mL] (The mean of the results at pH 7.4),"('27', 'ug/mL', '')",180.21,27.0,ug/mL,0.027,c1cnc2c(c1)ccc1ncccc12,-2.6805303806666667,0.376052522325922,0.349052522325922
521,C1=C(C=C(C(=C1Br)O)Br)C[C@@H](C(=O)O)N,67532.0,>50.8 [ug/mL] (The mean of the results at pH 7.4),"('50.8', 'ug/mL', '')",338.9830000000001,50.8,ug/mL,0.0508,NC(Cc1cc(Br)c(O)c(Br)c1)C(=O)O,-1.9281,4.0001651222428265,3.9493651222428263
522,CNC1=NC=NC2=C1NC=N2,67955.0,1.18 mg/mL at 20 °C,"('1.18', 'mg/mL', '')",149.157,1.18,mg/mL,1.18,CNc1ncnc2nc[nH]c12,-2.101770367,1.1799762681367378,-2.373186326209975e-05
523,C1=CC=C(C=C1)CC(=O)NCC(=O)O,68144.0,7.3 mg/mL at 11 °C,"('7.3', 'mg/mL', '')",193.202,7.3,mg/mL,7.3,O=C(O)CNC(=O)Cc1ccccc1,-1.422706245,7.2997060647808825,-0.0002939352191173583
524,CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O,68310.0,297 mg/mL,"('297', 'mg/mL', '')",223.228,297.0,mg/mL,297.0,CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,0.007275243,226.99898287570397,-70.00101712429603
525,C(CS(=O)(=O)O)N=C(N)N,68340.0,39 mg/mL at 21 °C,"('39', 'mg/mL', '')",167.18999999999997,39.0,mg/mL,39.0,NC(N)=NCCS(=O)(=O)O,-0.632109857,39.00321803278583,0.0032180327858313262
526,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl,68546.0,61.9 [ug/mL] (The mean of the results at pH 7.4),"('61.9', 'ug/mL', '')",419.8690000000001,61.9,ug/mL,0.0619,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC.Cl,-2.476982672,1.4000100031619178,1.3381100031619177
527,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,68551.0,>45.1 [ug/mL] (The mean of the results at pH 7.4),"('45.1', 'ug/mL', '')",300.833,45.1,ug/mL,0.0451,CN1CCN2c3ccccc3Cc3ccccc3C2C1.Cl,-4.145882669,0.021500215138930617,-0.023599784861069385
528,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,68628.0,>36.1 [ug/mL] (The mean of the results at pH 7.4),"('36.1', 'ug/mL', '')",240.75900000000004,36.1,ug/mL,0.0361,Cl.c1ccc(C2CN3CCSC3=N2)cc1,-2.332346451,1.1200465684175955,1.0839465684175955
529,C([C@@H](C(=O)O)N)OP(=O)(O)O,68841.0,71 mg/mL,"('71', 'mg/mL', '')",185.072,71.0,mg/mL,71.0,NC(COP(=O)(O)O)C(=O)O,-0.814943454,28.339831532719828,-42.66016846728017
530,C(CSSCCC(C(=O)O)N)[C@@H](C(=O)O)N,69382.0,0.2 mg/mL at 25 °C,"('0.2', 'mg/mL', '')",268.36,0.2,mg/mL,0.2,NC(CCSSCCC(N)C(=O)O)C(=O)O,-3.127671604,0.2000074529343844,7.452934384394316e-06
531,CCN(CC)CC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,69500.0,>46.9 [ug/mL] (The mean of the results at pH 7.4),"('46.9', 'ug/mL', '')",312.43800000000005,46.9,ug/mL,0.0469,CCN(CC)CC(=O)N1c2ccccc2Sc2ccccc21,-5.146449256,0.00223004996211921,-0.04466995003788079
532,CCCCCCC(C(=O)O)N,69522.0,19 mg/mL,"('19', 'mg/mL', '')",159.22899999999998,19.0,mg/mL,19.0,CCCCCCC(N)C(=O)O,-1.547460613,4.5139999988284645,-14.486000001171536
533,C1CN(CCN1)C(C2=CC=CC=C2)C3=CC=CC=C3,70048.0,25 [ug/mL] (The mean of the results at pH 7.4),"('25', 'ug/mL', '')",252.361,25.0,ug/mL,0.025,c1ccc(C(c2ccccc2)N2CCNCC2)cc1,-2.384988883,1.040000041581569,1.015000041581569
534,C1COCCN1CNC(=O)C2=NC=CN=C2,70374.0,30.6 [ug/mL] (The mean of the results at pH 7.4),"('30.6', 'ug/mL', '')",222.248,30.6,ug/mL,0.0306,O=C(NCN1CCOCC1)c1cnccn1,0.175997452,333.29999984828993,333.26939984828994
535,CC(C)C[C@@H](C(=O)O)NC(=O)C,70912.0,8.1 mg/mL at 25 °C,"('8.1', 'mg/mL', '')",173.21199999999996,8.1,mg/mL,8.1,CC(=O)NC(CC(C)C)C(=O)O,-1.33009698575,8.099924868719976,-7.513128002401004e-05
536,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,70914.0,52 mg/mL,"('52', 'mg/mL', '')",189.167,52.0,mg/mL,52.0,CC(=O)NC(CCC(=O)O)C(=O)O,-0.711,36.799793056031426,-15.200206943968574
537,C1=CC(=C(C=C1O)C=O)O,70949.0,1.38E+04 mg/L @ 25 °C (exp),"('1.38', 'mg/L', '')",138.122,1.38,mg/L,0.0014,O=Cc1cc(O)ccc1O,-1.0003887415,13.799842088041697,13.798442088041696
538,C1=NC(=C2N1C(=O)N(N=N2)CCCl)C(=O)N,71766.0,H2O 0.0 (mg/mL),"('0.0', 'mg/mL', '')",242.62599999999995,0.0,mg/mL,0.0,NC(=O)c1ncn2c(=O)n(CCCl)nnc12,-2.310847279,1.1860146657879926,1.1860146657879926
539,CC1=NC=C(N1CC(C)O)[N+](=O)[O-],71815.0,>27.8 [ug/mL] (The mean of the results at pH 7.4),"('27.8', 'ug/mL', '')",185.183,27.8,ug/mL,0.0278,Cc1ncc([N+](=O)[O-])n1CC(C)O,-0.739,33.77544778426575,33.74764778426575
540,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=C(SC=C2)C(=O)OC,73674.0,"In water, 2.24X10+3 mg/L at 25 °C","('2.24', 'mg/L', '')",387.39900000000017,2.24,mg/L,0.0022,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,-2.2379,2.2400540388148737,2.2378540388148735
541,CCCSS(=O)CCC,74761.0,20 mg/mL,"('20', 'mg/mL', '')",166.31099999999995,20.0,mg/mL,20.0,CCCSS(=O)CCC,-0.9199,19.999584582960217,-0.00041541703978253963
542,CN1C2=C(N(C1=O)C)N(C(=O)N(C2=O)C)C,75324.0,25 mg/mL at 20 °C,"('25', 'mg/mL', '')",224.22,25.0,mg/mL,25.0,Cn1c(=O)c2c(n(C)c1=O)n(C)c(=O)n2C,-0.95271717,25.000988378931662,0.0009883789316624814
543,C1=CC=C2C(=C1)N=NN2O,75771.0,8.4 [ug/mL] (The mean of the results at pH 7.4),"('8.4', 'ug/mL', '')",135.126,8.4,ug/mL,0.0084,On1nnc2ccccc21,-1.50743265,4.200551087135073,4.192151087135073
544,C1COCCN1C(=N)N=C(N)N.Cl,76621.0,>31.1 [ug/mL] (The mean of the results at pH 7.4),"('31.1', 'ug/mL', '')",207.665,31.1,ug/mL,0.0311,Cl.N=C(N=C(N)N)N1CCOCC1,0.682642968,1000.0144474811927,999.9833474811927
545,COC1=CC=C(C=C1)C(=O)NN,76792.0,24.5 [ug/mL] (The mean of the results at pH 7.4),"('24.5', 'ug/mL', '')",166.17999999999998,24.5,ug/mL,0.0245,COc1ccc(C(=O)NN)cc1,-1.1507907735,11.743241199442622,11.718741199442622
546,C1=NC2=NC(=O)NC(=C2N1)N,76900.0,0.0625 mg/mL,"('0.0625', 'mg/mL', '')",151.129,0.0625,mg/mL,0.0625,Nc1[nH]c(=O)nc2nc[nH]c12,-3.383470665,0.06249958644938773,-4.13550612268776e-07
547,C=CCCN=C=S,76922.0,0.46 mg/mL at 20 °C,"('0.46', 'mg/mL', '')",113.18499999999996,0.46,mg/mL,0.46,C=CCCN=C=S,-2.391,0.4600328821156459,3.2882115645893606e-05
548,CCC(CC)(C(=O)O)O,77199.0,26 mg/mL at 18 °C,"('26', 'mg/mL', '')",132.159,26.0,mg/mL,26.0,CCC(O)(CC)C(=O)O,-0.706126682,25.999803269093746,-0.000196730906253606
549,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=C5C6=C(C=CC3=C46)C(=O)N7C5=NC8=CC=CC=C87,78141.0,"less than 0.1 mg/mL at 63 °F (NTP, 1992)","('0.1', 'mg/mL', '')",412.4080000000002,0.1,mg/mL,0.1,O=c1c2ccc3c4c(ccc(c24)c2nc4ccccc4n12)c(=O)n1c2ccccc2nc31,-7.7579929,7.200027932060833e-06,-0.09999279997206795
550,C1=CC=C(C=C1)C(=NN)C2=CC=CC=C2,79304.0,8.1 [ug/mL] (The mean of the results at pH 7.4),"('8.1', 'ug/mL', '')",196.253,8.1,ug/mL,0.0081,NN=C(c1ccccc1)c1ccccc1,-3.015436352,0.1893999902293269,0.1812999902293269
551,CN1C2=C(NC1=O)N(C(=O)N(C2=O)C)C,79437.0,5.5 mg/mL at 15 °C,"('5.5', 'mg/mL', '')",210.193,5.5,mg/mL,5.5,Cn1c(=O)c2c([nH]c(=O)n2C)n(C)c1=O,-1.582249361,5.500078496529642,7.849652964164733e-05
552,C1=CC2=C(C=C1N)NN=C2,81423.0,18.2 [ug/mL] (The mean of the results at pH 7.4),"('18.2', 'ug/mL', '')",133.15400000000002,18.2,ug/mL,0.0182,Nc1ccc2cn[nH]c2c1,-0.728154903,24.89999812270242,24.88179812270242
553,CN1C(=O)C(C(=O)N(C1=O)C)C2=CC=CC=C2,81873.0,30.5 [ug/mL] (The mean of the results at pH 7.4),"('30.5', 'ug/mL', '')",232.239,30.5,ug/mL,0.0305,CN1C(=O)C(c2ccccc2)C(=O)N(C)C1=O,-1.584898214,6.040000002419837,6.009500002419837
554,C1=CC=C2C(=C1)C=CC=C2N=C(N)N=C(N)N,3835866.0,>34.1 [ug/mL] (The mean of the results at pH 7.4),"('34.1', 'ug/mL', '')",227.27099999999996,34.1,ug/mL,0.0341,NC(N)=NC(N)=Nc1cccc2ccccc12,-2.3151,1.1001300380633323,1.0660300380633323
556,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl,4560140.0,"In water, 0.5 mg/L at 20 °C","('0.5', 'mg/L', '')",352.88699999999994,0.5,mg/L,0.0005,CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,-5.8491190133333335,0.0004994783246667733,-5.216753332266955e-07
559,CN1C(=NNC1=S)C2=CC=CC=C2,719799.0,23.6 [ug/mL] (The mean of the results at pH 7.4),"('23.6', 'ug/mL', '')",191.259,23.6,ug/mL,0.0236,Cn1c(-c2ccccc2)n[nH]c1=S,-2.510753974,0.5900215942756101,0.5664215942756101
560,C1CC[C@H]2[C@H](C1)NC(=S)N2,720918.0,20.8 [ug/mL] (The mean of the results at pH 7.4),"('20.8', 'ug/mL', '')",156.25400000000002,20.8,ug/mL,0.0208,S=C1NC2CCCCC2N1,-0.076540364,131.0058773065306,130.9850773065306
561,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NC(=O)NC3=CC=CC=C3,735751.0,47.9 [ug/mL] (The mean of the results at pH 7.4),"('47.9', 'ug/mL', '')",322.3680000000001,47.9,ug/mL,0.0479,Cc1c(NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C,-2.304234637,1.5999900719679283,1.5520900719679283
562,C1=CC=C(C(=C1)/C=C/C(=O)O)[N+](=O)[O-],735923.0,>29 [ug/mL] (The mean of the results at pH 7.4),"('29', 'ug/mL', '')",193.158,29.0,ug/mL,0.029,O=C(O)C=Cc1ccccc1[N+](=O)[O-],-2.217726838,1.1700000006082474,1.1410000006082475
563,CC1=CC=CC=C1C(=O)NNC(=O)C2=CC=NC=C2,811997.0,35.5 [ug/mL] (The mean of the results at pH 7.4),"('35.5', 'ug/mL', '')",255.277,35.5,ug/mL,0.0355,Cc1ccccc1C(=O)NNC(=O)c1ccncc1,-2.73,0.47534801798588683,0.43984801798588685
564,CN1CCN(CC1)CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,941651.0,>66.5 [ug/mL] (The mean of the results at pH 7.4),"('66.5', 'ug/mL', '')",443.6380000000002,66.5,ug/mL,0.0665,CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,-5.765061548,0.000762021440106031,-0.06573797855989397
565,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)NS(=O)(=O)C3=CC=C(C=C3)N,1032881.0,>53.8 [ug/mL] (The mean of the results at pH 7.4),"('53.8', 'ug/mL', '')",358.4230000000002,53.8,ug/mL,0.0538,Cc1c(NS(=O)(=O)c2ccc(N)cc2)c(=O)n(-c2ccccc2)n1C,-0.3613,155.98968122217588,155.93588122217588
566,C1CCC(CC1)C(=O)NC2CCNCC2,1445167.0,>31.5 [ug/mL] (The mean of the results at pH 7.4),"('31.5', 'ug/mL', '')",210.321,31.5,ug/mL,0.0315,O=C(NC1CCNCC1)C1CCCCC1,-2.416916673,0.8053153274142902,0.7738153274142903
567,COC1=C(C=C2C=CNC(=O)CC2=C1)OC,1482373.0,>32.9 [ug/mL] (The mean of the results at pH 7.4),"('32.9', 'ug/mL', '')",219.23999999999995,32.9,ug/mL,0.0329,COc1cc2c(cc1OC)CC(=O)NC=C2,-3.728135144,0.04100007483384783,0.00810007483384783
568,C=CCNC(=S)N,1549517.0,>17.4 [ug/mL] (The mean of the results at pH 7.4),"('17.4', 'ug/mL', '')",116.189,17.4,ug/mL,0.0174,C=CCNC(N)=S,-0.294,59.042537471668965,59.02513747166896
569,C/C=C\C(=O)C1=C(CCCC1(C)C)C,1616260.0,1 ml in 10 ml 95% (in ethanol),"('10', 'ml', '')",192.302,10.0,ml,10.0,CC=CC(=O)C1=C(C)CCCC1(C)C,-2.996178458,0.19400161399646287,-9.805998386003537
570,CCCCC[C@@H]1[C@H](CCC1=O)CC(=O)OC,1738124.0,0.28 mg/mL,"('0.28', 'mg/mL', '')",226.31599999999997,0.28,mg/mL,0.28,CCCCCC1C(=O)CCC1CC(=O)OC,-2.7566800365,0.39631017447283207,0.11631017447283204
571,C1[C@H]([C@H]([C@@H](C[C@@]1(C(=O)O)O)OC(=O)/C=C/C2=CC(=C(C=C2)O)O)O)O,1794427.0,40 mg/mL at 25 °C,"('40', 'mg/mL', '')",354.31100000000004,40.0,mg/mL,40.0,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,-0.947317838,40.00062689709587,0.0006268970958700493
572,C1=CC=C2C(=C1)C=CC(=S)N2,1800393.0,22.6 [ug/mL] (The mean of the results at pH 7.4),"('22.6', 'ug/mL', '')",161.22899999999998,22.6,ug/mL,0.0226,S=c1ccc2ccccc2[nH]1,-2.799184339,0.2560111151508705,0.23341111515087049
573,CC(=S)N,2723949.0,"5 to 10 mg/mL at 68 °F (NTP, 1992)","('10', 'mg/mL', '')",75.13600000000001,10.0,mg/mL,10.0,CC(N)=S,0.336,162.8726156197326,152.8726156197326
574,C1=CC=C(C=C1)CN.Cl,2724127.0,>21.5 [ug/mL] (The mean of the results at pH 7.4),"('21.5', 'ug/mL', '')",143.617,21.5,ug/mL,0.0215,Cl.NCc1ccccc1,0.546953738,506.01056963930495,505.98906963930494
575,C(=S)(N)NNC(=S)N,2724564.0,"less than 0.1 mg/mL at 73 °F (NTP, 1992)","('0.1', 'mg/mL', '')",150.232,0.1,mg/mL,0.1,NC(=S)NNC(N)=S,-1.7965,2.4002829982553764,2.3002829982553763
576,CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,2724702.0,1.5 mg/mL at 18 Â°C,"('1.5', 'mg/mL', '')",390.3410000000002,1.5,mg/mL,1.5,CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-2.637211674,0.8999792499332275,-0.6000207500667725
577,COC(=O)[C@H](CS)N.Cl,2733208.0,>25.7 [ug/mL] (The mean of the results at pH 7.4),"('25.7', 'ug/mL', '')",171.649,25.7,ug/mL,0.0257,COC(=O)C(N)CS.Cl,0.64733897,762.0443503214399,762.0186503214398
578,CC1C(=O)N(C(=S)N1)C2CCCCC2,2901363.0,>31.8 [ug/mL] (The mean of the results at pH 7.4),"('31.8', 'ug/mL', '')",212.318,31.8,ug/mL,0.0318,CC1NC(=S)N(C2CCCCC2)C1=O,-2.08142522,1.7601982892348558,1.7283982892348557
